SchoolName,Pincode,District
AMBIKAPUR ADARSHA SISHU NIKETON,786158,Tinsukia
GYANDEEP ENGLISH SCHOOL,786157,Tinsukia
2NO NAHARBARI LPS,786157,Tinsukia
NEPUN MES,786157,Tinsukia
SADIYA ADARSHA VIDYALAYA,786157,Tinsukia
SANKARDEV SHISHU NIKETON,786157,Tinsukia
SARBASIDHI SANSKRIT CHATUSPATHI,786157,Tinsukia
"JATIYA VIDYALAYA, SRIPURIA,",786145,Tinsukia
STEP BY STEP SCHOOL,786125,Tinsukia
HARAK CHAND JAIN VIDYALAYA,786125,Tinsukia
TINSUKIA ACADEMIC HOUSE,786125,Tinsukia
BHAWTI BHAGWAN DAV SIKSHA NIKETAN,786125,Tinsukia
ASSAM HEIGHTS PUBLIC SCHOOL,786125,Tinsukia
TINSUKIA ENGLISH ACADEMY,786125,Tinsukia
HINDI GIRLS' HS,786125,Tinsukia
HINDI GIRLS PRIMARY SCHOOL,786125,Tinsukia
SAUMARJYOTI VIDYALAYA,786125,Tinsukia
DONBOSCO SCHOOL,786125,Tinsukia
PINEWOOD RESIDENTIAL HSS,786125,Tinsukia
A NEW HIGH SCHOOL,786125,Tinsukia
BUDS GIRLS HIGH SCHOOL,786125,Tinsukia
BUDDING BUDS SENIOR SECONDARY,786125,Tinsukia
HINDI PRIMARY SCHOOL,786125,Tinsukia
BABIES NURSERY CO-ED HIGH SCHO,786125,Tinsukia
HOLY CHILD SCHOOL,786125,Tinsukia
PRABHAT TARA CHILDREN ENGLISH ACADEMY,786125,Tinsukia
LOTUS ACADEMY,786151,Tinsukia
TWINKLING STAR HIGH SCHOOL,786151,Tinsukia
DIVINE ACADEMY,786183,Tinsukia
