SchoolName
HOLY CHILD CEMHSS SNEHAGIRI
SARASWATHY VIDYALAYAM SENIOR SECONDARY SCHOOL
MOTHER THERESA GRILLO SPECIAL SCHOOL
ST JOESPH'S EMHSS ALOOR
AL-AZHAR CENTRAL SCHOOL - MALA
SNEHAGIRI MITHRALAYAM SPECIAL SCHOOL FOR MENTALLY CHALLENGED CHILDREN
ST. ANNE'S PUBLIC SCHOOL ANATHADAM
ST JOSEPH OF TARBES SCHOOL KUNDOOR
ST CATHERINE'S ICSE SCHOOL, VELLANCHIRA
SN VIDHYABHAVAN SENIOR SECONDARY SCHOOL CHENTRAPPINNI
CHSS LOWER PRIMARY ENGLISH SCHOOL CHENTRAPPINNI
HIRA ENGLISH SCHOOL
MIC ENGLISH SCHOOL KAIPAMANGALAM
AL AQSA PUBLIC SCHOOL
RMVHSS LPSECTION EM
SREE SARASWATHY VN CHAKKARAPPADAM
MAHAMOODIYYA ENGLISH SCHOOL
SRI SAI VIDYA BHAVAN P.VEMBALLUR
MES PUBLIC SCHOOL P VEMBALLUR
ST SEBASTIANS CEMLPS CHITTATTUKARA
VIDHYA VIHAR CENTRAL SCHOOL KAKKASSERY
SREE GOKULAM PUBLIC SCHOOL
VIVEKANANDA ENGLISH MEDIUM SCHOOL MULLASSERY
GOOD SHEPHERD'S CENTRAL SCHOOL MULLASSERY
THA-ALEEMUL ISLAM EMUP SCHOOL PADOOR
CHRIST KING CONVENT EMLPS PAVARTTY
ST JOSEPH CMIS PAVARATTY
SAN JOS PUBLIC SCHOOL PAVARATTY
SIR SYED ENGLISH SCHOOL PAVARATTY
VIMALAGIRI PUBLIC SCHOOL
ST.ELIZABETH EMS PONGANAMKAD
KAUHS VELLANIKKARA
BHARATIYA VIDYA BHAVANS VIDYAMANDIR POOCHATTY
JAI CHRISTO SADAN SP.SCHOOL KANNARA
SREE BHADRA VIDYA MANDIR
ST.ANTON VIDYAPEEDOM PEECHI
MERCY CLPS PEECHI
ST.ALPHONSA PUBLIC SCHOOLPATTIKKAD
GURUDEV PUBLIC SCHOOL PUTHUR
GUARDIAN ANGELS EMS PUTHUR
ST.JOHN ACADEMY VETTUKAD
ST ANNE'S EMS KUTTUR ICSE
SWASRAYA KUTTUR
KULAPATHI MUNSHI BHAVANS VIDYA MANDIR POTTORE
CHINMAYA VIDYALAYA, KOLAZHY
JEEVAN JYOTHY PUBLIC SCHOOL THALIKOD
ARAFA ENGLISH SCHOOL ATTOOR
AMRITA VIDYALAYAM CHERUTHURUTHY
SANJOS CENTRAL SCHOOL
PAZHASSIRAJA SCHOOL
AL IRSHAD ENGLISH SCHOOL KILLIMANGALAM
CLARE HOME LPS MAYANNUR
NILA VIDYA NIKETHAN
ST JOSEPH'S CMI SCHOOL
SARASWATHY VIDYA NIKETHAN PAZHAYANNUR
HARISREE VIDYA NIKETHAN
SDA HIGHIER SECONDARY SCHOOL
CHRIST NEW LIFE ICSE SCHOOL
CHELAKKARA CENTRAL SCHOOL
ST THOMAS CONVENT LPS PAZHAYANNUR
NARAYANA EMS VADAKKETHARA
BHARATHIYA VIDHYA PEEDAM SR.SEC. SCHOOL ADAT
AMALA MARY RANI PUBLIC SCHOOL
IES PUBLIC SCHOOL CHITTILAPPILLY
LITTLE FLOWER EMLPS PONNORE
ST THERESA'S ACADEMY ICSE
NIRMAL JYOTHI CENTRAL SCHOOL
AL AZHAR ENGLISH MEDIUM SENIOR SECONDARY SCHOOL MANAKODY
ST JOSEPHS EMHSS ERAVU
MARY RANI EMLPS AMALANAGAR
DEVAMATHA CMI INTERNATIONAL SCHOOL
SALSABEEL CENTRAL SCHOOL
SARASWATHY VIDYANIKETAN CENTRAL SCHOOL ENGANDIYOOR
FR.PAUL CMPS ENGANDIYUR
LE MER PUBLIC SCHOOL THRIPRAYAR
CARMEL CENTRAL SCHOOL VALAPAD
MODEL HS PUTHIYANGADI
CSM CS EDASSERY
BHARATH VIDYA MANDIR SENIOR SECONDARY SCHOOL VALAPAD
SNS SAMAJAM VIDYAMANDIR VALAPPAD
MADAR ENGLISH SCHOOL VATANAPPALLY
BHARATHIYA VM VATANAPPALLY
HARISREE VIDYANIKETHAN PUBLIC SCHOOL, THUMBOOR
PEACE PUBLIC SCHOOL MATHILAKAM
HOLY CROSS CONVENT LPS KALPARAMBA
VIDHYA JYOTHI EMHS, ARIPALAM
ASHANILAYAM SPECIAL SCHOOL, KOTANELLUR
J&J EMS KARUPADANNA
UMARIYYA PUBLIC SCHOOL,VALLIVATTOM
BHARATIYA VIDYA BHAVAN'S VIDYA MANDIR, NADAVARAMBA
MUKUNDAPURAM PUBLIC SCHOOL
JMJ EMS I FOR (BLIND) ATHANI
HOLY ANGEL'S ENGLISH MEDIUM LP SCHOOL , ATTOOR
CONCORD ENGLISH HSS CHIRAMANENGAD
VIDYASAGAR GURUKULAM SCHOOL
NIRMALA EMS ERUMAPETTY
AES PUBLIC SCHOOL ERUMAPPETTY
BHARATIYA VIDYA BHAVANS SRM AKAMALA
CARMEL MOUNT SPECIAL SCHOOL MULLURKARA
HOLY CROSS MULLURKARA
PRASTAN ENGLISH SCHOOL KANJIRASSERY
AUXILIUM ICSE SCHOOL THIRUTHIPARAMBU
POPE PAUL MERCY HOME SOCIAL WELFARE CENTRE - SANTHIVANAM
CLELIA BARBIERI HOLY ANGELS EM SCHOOL WADAKANCHERY
OIET PUBLIC SCHOOL NJALIKARA
SRI VIGHNESWARA CENTRAL SCHOOL
SALSABEEL GREEN SCHOOL
SREE MOOKAMBIKA VIDYANIKETAN EYYAL
NIRMALA MATHA CONVENT SCHOOL EYYAL
AROGYAMATHA LPS KARUMATHRA
JOHN UKKAN MEMMORIAL SPECIAL SCHOOL, THAIKKATTUSSERY
LITTLE QUEEN PUBLIC SCHOOL , OLARIKKARA
SNEHA DEEPTHI SPECIAL SCHOOL, MANNUTHY
NSSEMHS , WESTFORT ,THRISSUR
AMRITHA VIDYALAYAM - PANCHIKAL
ST JOSEPH'S SPL SCHOOL CHEROOR
ST PAULS CEHSS KURIACHIRA
ST JOSEPH'S MODEL HSS KURIACHIRA
ST PAUL'S PUBLIC SCHOOL
HOLY ANGELS HSS OLLUR
ST.JUDE PUBLIC SCHOOL,KUTTANELLUR
HARISRI VIDYANIDHI SCHOOL PUNKUNNAM
SRI SRI RAVINSANKER VIDYA MANDIR
INFANT JESUS CONVENT EMLPS , ARANATTUKARA
HOLY FAMILY CONVENT EMLPS ,CHEMBUKKAVU
HOLY FAMILY CGHSS
ST JOSEPH MPS KURIACHIRA
DEVAMATHA CMI PS PATTURAIKAL
ST. SEBASTIAN'S CONVENT ENGLISH MEDIUM LP SCHOOL ,NELLIKKUNNU
DON BOSCO LPS-MULLAKKARA
CO-OPERATIVE PUBLIC SCHOOL PADUKKAD
ST JOSEPH'S CEMLPS THRISSUR
PARAMEKKAVU VIDYA MANDIR
TGSM SVN , AYYANTHOLE
VIVEKODAYAM GIRLS HSS THRISSUR
DON BOSCO CENTRAL SCHOOL
KAILASANANDHA VIDYANIKETHAN
ST VINCENT PALLOTTI CS
NIRMALA MATHA CENTRAL SCHOOL EAST FORT,THRISSUR
SEVENTH DAY ADVENTIST HSS THRISSUR
DON BOSCO HSS-MULLAKKARA
SHCEM PP & LPS THRISSUR
HOLY FAMILY EMS MANNUTHY
SANDEEPANI VIDYA NIKETHAN ,KUTTUMUKKU
SANTHIBHAVAN VIDYANIKETHAN,THAIKKATTUSSERY
TOTO-CHAN PUBLIC SCHOOL CHALAKKAL
ASA KENDRAM SPL SCHOOL EKM
VIJAYAMATHA PS KALLUPALAM
MCEMHSS MATHILAKOM
